"BLOCK"	"State"	"St_Block"	"Effort80"	"Occ80"	"CAWA_year80"	"X90year80"	"Effort00"	"Occ00"	"CAWA_year00"	"X90year00"	"Priors80"	"Priors00"	"pfor"	"ele"	"ele2"	"edge"	"edge_resid"	"lat"	"long"	"Block_I"	"dif80"	"dif00"	"acov"	"neigh"	"sites"	"cawa00"	"cawa80"
"4802"	"6096B"	"NY"	"NY_6096B"	12	0	0	0	126	0	0	0	0	0	0.558371	1132	1281424	0	-58769.9507557926	44.8540329038	-73.5758502297	60962	0	0	0.174173353714022	0.174173353714022	"6096"	NA	NA
"4801"	"6096A"	"NY"	"NY_6096A"	NA	1	1980	1980	53	1	2005	0	0	1	0.634061	1714	2937796	0	-55829.0651792246	44.8548040192	-73.6391112451	60961	0	2005	0.110261053068436	0.110261053068436	"6096"	NA	NA
"4603"	"5996A"	"NY"	"NY_5996A"	5	0	0	1983	41	0	0	0	0	0	0.941719	2321	5387041	0	-43875.2142779728	44.8562416469	-73.7656401881	59961	-1983	0	0.302805520104007	0.302805520104007	"5996"	NA	0
"4604"	"5996B"	"NY"	"NY_5996B"	5	0	0	1983	9.5	0	0	0	0	0	0.763648	1802	3247204	0	-50794.0468252715	44.8555401034	-73.7023747535	59962	-1983	0	0.201592015756815	0.201592015756815	"5996"	NA	0
"2416"	"4696D"	"NY"	"NY_4696D"	2	0	0	1983	1	0	0	2004	0	0	0.008672	5118	26193924	10000	-70128.1468259978	44.8173873674	-75.3474666796	46964	-1983	-2004	0	0	"4696"	NA	NA
"2551"	"4796C"	"NY"	"NY_4796C"	4	0	0	1983	4	0	0	2004	0	0	0.344033	5169	26718561	0	-67097.9139307222	44.8175620115	-75.2842262376	47963	-1983	-2004	0.0726005800353707	0.0726005800353707	"4796"	NA	NA
"2552"	"4796D"	"NY"	"NY_4796D"	4.5	0	0	1983	4	0	0	2004	0	0	0.537274	5231	27363361	0	-59589.6609289839	44.8177011947	-75.2209860745	47964	-1983	-2004	0.0855013388612148	0.0855013388612148	"4796"	0	0
"2692"	"4896C"	"NY"	"NY_4896C"	14	0	0	0	17.5	0	0	0	0	0	0.610433	5236	27415696	0	-56747.1157064164	44.817804867	-75.1577463524	48963	0	0	0.205798357700265	0.205798357700265	"4896"	NA	NA
"2693"	"4896D"	"NY"	"NY_4896D"	22	0	0	0	15.5	0	0	0	0	0	0.622756	5174	26770276	0	-56268.3135798469	44.8178735017	-75.0945063787	48964	0	0	0.243576180414271	0.243576180414271	"4896"	NA	NA
"3165"	"5196C"	"NY"	"NY_5196C"	18	1	1982	0	91	0	0	0	0.125	0	0.718698	5206	27102436	0	-52540.5497538846	44.817696702	-74.7783054513	51963	1982	0	0.522977936065532	0.522977936065532	"5196"	NA	NA
"3166"	"5196D"	"NY"	"NY_5196D"	11	1	1985	0	9	1	2005	2005	0.5	0.875	0.73898	5228	27331984	0	-51752.5058740597	44.8175562906	-74.7150657973	51964	1985	0	0.503100397980347	0.503100397980347	"5196"	1	NA
"3005"	"5096D"	"NY"	"NY_5096D"	15	1	1983	0	17	0	0	2004	0.375	0	0.720013	5258	27646564	0	-52489.4562866738	44.8178016794	-74.8415453417	50964	1983	-2004	0.403775045724499	0.403775045724499	"5096"	0	NA
"3330"	"5296C"	"NY"	"NY_5296C"	10.5	1	1985	0	9	0	0	2002	0.25	0	0.822751	5318	28281124	0	-48497.6383138182	44.8173807828	-74.6518263062	52963	1985	-2002	0.351291114539964	0.351291114539964	"5296"	0	NA
"2845"	"4996C"	"NY"	"NY_4996C"	16	1	1984	0	8	0	0	2003	0.125	0	0.699136	5098	25989604	0	-53300.6185033736	44.8179071214	-75.0312662296	49963	1984	-2003	0.2140913577925	0.2140913577925	"4996"	0	NA
"3004"	"5096C"	"NY"	"NY_5096C"	12.5	0	0	1982	16.5	0	0	2004	0	0	0.655837	5256	27625536	0	-54982.9729039525	44.8178716198	-74.9047855197	50963	-1982	-2004	0.372903485922135	0.372903485922135	"5096"	0	0
"3331"	"5296D"	"NY"	"NY_5296D"	27	0	0	0	6	0	0	2004	0	0	0.622418	248	61504	0	-56281.4463493657	44.8171702666	-74.5885874354	52964	0	-2004	0.292371676920557	0.292371676920557	"5296"	0	NA
"2846"	"4996D"	"NY"	"NY_4996D"	12.5	0	0	0	8	0	0	2003	0	0	0.57335	5159	26615281	0	-58187.9514817615	44.8179065442	-74.9680258731	49964	0	-2003	0.347647415967456	0.347647415967456	"4996"	0	NA
"3498"	"5396C"	"NY"	"NY_5396C"	10	0	0	1983	10	0	0	2001	0	0	0.605749	599	358801	0	-56929.1094709909	44.8169247385	-74.5253493729	53963	-1983	-2001	0.177734083122203	0.177734083122203	"5396"	0	0
"3499"	"5396D"	"NY"	"NY_5396D"	12	0	0	0	7	0	0	2001	0	0	0.383414	1044	1089936	0	-65567.7908643882	44.816644129	-74.4621130048	53964	0	-2001	0.151648643125646	0.151648643125646	"5396"	NA	NA
"3668"	"5496C"	"NY"	"NY_5496C"	6	0	0	0	6	0	0	2002	0	0	0.477802	1548	2396304	0	-61900.4066947344	44.8163283227	-74.3988785603	54963	0	-2002	0.216336263907221	0.216336263907221	"5496"	NA	NA
"3669"	"5496D"	"NY"	"NY_5496D"	17	1	1984	1984	10.5	0	0	2002	0	0	0.56172	1894	3587236	0	-58639.8275453827	44.8159775027	-74.3356452015	54964	0	-2002	0.131917197878879	0.131917197878879	"5496"	0	1
"3843"	"5596C"	"NY"	"NY_5596C"	8	0	0	0	10	0	0	2002	0	0	0.411305	1843	3396649	0	-64484.1042529989	44.8155916321	-74.2724127323	55963	0	-2002	0.290719636888299	0.290719636888299	"5596"	NA	NA
"3844"	"5596D"	"NY"	"NY_5596D"	4	0	0	0	6	1	2002	2002	0	0.875	0.799826	2566	6584356	0	-49388.3742345848	44.8151704358	-74.2091793614	55964	0	0	0.358609201827637	0.358609201827637	"5596"	1	NA
"4025"	"5696C"	"NY"	"NY_5696C"	39	1	1984	1984	17.5	0	0	0	0.125	0	0.973484	3393	11512449	0	-42641.005923637	44.8147138422	-74.1459455249	56963	0	0	0.328288171608131	0.328288171608131	"5696"	NA	1
"4026"	"5696D"	"NY"	"NY_5696D"	24	1	1984	0	11.5	0	0	0	0	0	0.947127	3981	15848361	0	-43665.0899656716	44.8142222399	-74.0827132626	56964	1984	0	0.342633014036251	0.342633014036251	"5696"	NA	NA
"4210"	"5796C"	"NY"	"NY_5796C"	NA	0	0	1983	4.1	1	2001	0	0	0.75	0.774512	3705	13727025	0	-50371.93319198	44.8136956668	-74.0194831939	57963	-1983	2001	0.475051519578149	0.475051519578149	"5796"	NA	NA
"5119"	"6296C"	"NY"	"NY_6296C"	4	0	0	0	44.5	0	0	0	0	0	0.155505	2125	4515625	4999.98	-69423.066391803	44.8065172819	-73.3873392466	62963	0	0	0	0	"6296"	NA	NA
"4211"	"5796D"	"NY"	"NY_5796D"	11	1	1985	1985	15	0	0	2004	0.375	0	0.87395	4336	18800896	0	-46508.3345664975	44.8131343357	-73.9562576098	57964	0	-2004	0.406541949230609	0.406541949230609	"5796"	0	1
"4993"	"6196D"	"NY"	"NY_6196D"	16	0	0	1984	68.9	0	0	0	0	0	0.490085	4452	19820304	0	-61423.1587420724	44.8073916679	-73.450542196	61964	-1984	0	0.0262078799775265	0.0262078799775265	"6196"	NA	NA
"4407"	"5896C"	"NY"	"NY_5896C"	NA	1	1984	0	16	1	2004	2004	0.125	0.625	0.842719	3960	15681600	0	-47721.7946991675	44.8125382524	-73.8930360241	58963	1984	0	0.399559519721655	0.399559519721655	"5896"	1	NA
"4992"	"6196C"	"NY"	"NY_6196C"	16	0	0	1984	45	0	0	0	0	0	0.559981	5326	28366276	0	-58707.3952560136	44.8082312423	-73.5137481713	61963	-1984	0	0.0538788345193104	0.0538788345193104	"6196"	NA	0
"4408"	"5896D"	"NY"	"NY_5896D"	NA	0	0	1984	18	1	2004	2004	0	0.75	0.926655	4576	20939776	0	-44460.5161715574	44.8119071847	-73.8298164641	58964	-1984	0	0.387815287188632	0.387815287188632	"5896"	1	NA
"4804"	"6096D"	"NY"	"NY_6096D"	12	0	0	1984	41.5	0	0	0	0	0	0.730113	1481	2193361	0	-52097.0273750166	44.8090360612	-73.576957132	60964	-1984	0	0.0686588602003567	0.0686588602003567	"6096"	NA	0
"4803"	"6096C"	"NY"	"NY_6096C"	4	0	0	1984	77	0	0	0	0	0	0.71317	2501	6255001	0	-52755.3365879085	44.8098059651	-73.6401687666	60963	-1984	0	0.120982843687615	0.120982843687615	"6096"	NA	0
"4605"	"5996C"	"NY"	"NY_5996C"	6	1	1983	1983	8.5	0	0	0	0	0	0.926176	3146	9897316	0	-44479.1274041004	44.8112412611	-73.7665988844	59963	0	0	0.219702412320268	0.219702412320268	"5996"	NA	1
"4606"	"5996D"	"NY"	"NY_5996D"	5	0	0	1983	15	1	2004	0	0	0.875	0.83578	2532	6411024	0	-47991.4050177804	44.8105408924	-73.7033828873	59964	-1983	2004	0.214202117114621	0.214202117114621	"5996"	NA	0
"2412"	"4695A"	"NY"	"NY_4695A"	NA	0	0	0	4	0	0	2004	0	0	0.026725	5076	25765776	10000.1	-69426.6092871713	44.7721689504	-75.4103849628	46951	0	-2004	0.0443551670806885	0.0443551670806885	"4695"	NA	NA
"2413"	"4695B"	"NY"	"NY_4695B"	23	0	0	1983	4	0	0	2004	0	0	0.429754	5192	26956864	0	-63767.2803924875	44.7723783763	-75.3471940437	46952	-1983	-2004	0.0411596480396964	0.0411596480396964	"4695"	NA	NA
"2545"	"4795A"	"NY"	"NY_4795A"	4.5	0	0	0	4	0	0	2004	0	0	0.323547	5292	28005264	0	-67893.8840974757	44.7725528426	-75.2840024917	47951	0	-2004	0.0678926536749458	0.0678926536749458	"4795"	NA	NA
"2546"	"4795B"	"NY"	"NY_4795B"	3	0	0	1983	NA	0	0	2002	0	0	0.515028	5330	28408900	0	-60454.0147476698	44.7726918833	-75.2208113379	47952	-1983	-2002	0.066419146939412	0.066419146939412	"4795"	NA	0
"2686"	"4895A"	"NY"	"NY_4895A"	3.5	0	0	1983	4	0	0	2004	0	0	0.452112	5321	28313041	0	-62898.5748868606	44.7727954499	-75.1576207467	48951	-1983	-2004	0.124303209916457	0.124303209916457	"4895"	NA	NA
"2687"	"4895B"	"NY"	"NY_4895B"	6	0	0	0	4	0	0	2004	0	0	0.653993	5200	27040000	0	-55054.6203210907	44.7728640342	-75.0944299071	48952	0	-2004	0.196121436536105	0.196121436536105	"4895"	0	NA
"2839"	"4995A"	"NY"	"NY_4995A"	8	1	1983	0	3	0	0	2004	0	0	0.651448	5252	27583504	0	-55153.5046359588	44.7728976581	-75.0312388927	49951	1983	-2004	0.196666534038972	0.196666534038972	"4995"	0	NA
"3325"	"5295B"	"NY"	"NY_5295B"	NA	0	0	0	75	0	0	0	0	0	0.459447	785	616225	0	-62613.578246563	44.7721619383	-74.5889048309	52952	0	0	0.306670567912392	0.306670567912392	"5295"	NA	NA
"3492"	"5395A"	"NY"	"NY_5395A"	11	0	0	0	10	0	0	2002	0	0	0.650081	1365	1863225	0	-55206.6185292495	44.7719172652	-74.5257143055	53951	0	-2002	0.210445803842148	0.210445803842148	"5395"	0	NA
"3493"	"5395B"	"NY"	"NY_5395B"	13.5	0	0	0	10	0	0	2002	0	0	0.711769	1889	3568321	0	-52809.7715290206	44.77163709	-74.4625260751	53952	0	-2002	0.243564579734918	0.243564579734918	"5395"	0	NA
"3324"	"5295A"	"NY"	"NY_5295A"	7	0	0	0	31	0	0	0	0	0	0.483522	555	308025	0	-61678.1598259542	44.7723716092	-74.6520962192	52951	0	0	0.439689491656225	0.439689491656225	"5295"	NA	NA
"3160"	"5195B"	"NY"	"NY_5195B"	2.5	1	1983	1983	4	0	0	0	0.125	0	0.635562	327	106929	0	-55770.7448033437	44.7725463241	-74.7152882324	51952	0	0	0.423116708836113	0.423116708836113	"5195"	NA	1
"3159"	"5195A"	"NY"	"NY_5195A"	9	0	0	1980	8.5	1	2005	2005	0	0.875	0.752531	155	24025	0	-51225.9906085283	44.7726864104	-74.7784790116	51951	-1980	0	0.438843678551195	0.438843678551195	"5195"	1	0
"2999"	"5095B"	"NY"	"NY_5095B"	10	0	0	0	3	0	0	2004	0	0	0.670696	136	18496	0	-54405.6361516441	44.7727915479	-74.8416685682	50952	0	-2004	0.429767076548679	0.429767076548679	"5095"	0	NA
"2998"	"5095A"	"NY"	"NY_5095A"	17	0	0	0	6	0	0	0	0	0	0.705857	151	22801	0	-53039.478432557	44.7728617236	-74.9048583481	50951	0	0	0.323244015626526	0.323244015626526	"5095"	NA	NA
"2840"	"4995B"	"NY"	"NY_4995B"	12	0	0	0	6	0	0	0	0	0	0.603058	167	27889	0	-57033.6665206216	44.772896938	-74.968048303	49952	0	0	0.273156839331666	0.273156839331666	"4995"	NA	NA
"3662"	"5495A"	"NY"	"NY_5495A"	11	1	1985	0	10	0	0	2001	0.125	0	0.827127	2140	4579600	0	-48327.6116883319	44.7713213405	-74.3993403195	54951	1985	-2001	0.169469457728749	0.169469457728749	"5495"	0	NA
"3663"	"5495B"	"NY"	"NY_5495B"	15.4	0	0	1984	4.5	0	0	2003	0	0	0.868046	2623	6880129	0	-46737.7306352524	44.7709706336	-74.3361556508	54952	-1984	-2003	0.307520093521993	0.307520093521993	"5495"	0	0
"3837"	"5595A"	"NY"	"NY_5595A"	18	0	0	0	5	0	0	2003	0	0	0.916968	2772	7683984	0	-44836.8982376192	44.7705849387	-74.2729719832	55951	0	-2003	0.356326185107446	0.356326185107446	"5595"	0	NA
"3838"	"5595B"	"NY"	"NY_5595B"	38	1	1982	0	10	0	0	0	0	0	0.821315	2689	7230721	0	-48553.4331570994	44.770164008	-74.2097881033	55952	1982	0	0.308067229861683	0.308067229861683	"5595"	NA	NA
"4019"	"5695A"	"NY"	"NY_5695A"	12	0	0	0	22	1	2005	2005	0	0.875	0.923536	4236	17943696	0	-44581.7028819989	44.7697077632	-74.1466043303	56951	0	0	0.466312353511616	0.466312353511616	"5695"	1	NA
"4020"	"5695B"	"NY"	"NY_5695B"	14	0	0	0	67.5	0	0	2005	0	0	0.890808	4495	20205025	0	-45853.3279731591	44.7692165692	-74.0834221232	56952	0	-2005	0.466974928683261	0.466974928683261	"5695"	0	NA
"4204"	"5795A"	"NY"	"NY_5795A"	53	1	1985	0	15	0	0	2004	0.125	0	0.899109	4128	17040384	0	-45530.7980329941	44.7686905114	-74.0202420093	57951	1985	-2004	0.387747678904967	0.387747678904967	"5795"	0	NA
"5116"	"6295A"	"NY"	"NY_6295A"	NA	0	0	0	50.7	0	0	0	0	0	0.073269	2054	4218916	4999.96	-72618.3125283421	44.7615240391	-73.388591255	62951	0	0	0	0	"6295"	NA	NA
"4987"	"6195B"	"NY"	"NY_6195B"	27	0	0	0	34.5	0	0	0	0	0	0.308288	3333	11108889	0	-68486.7625888597	44.7623970701	-73.4517450049	61952	0	0	0	0	"6195"	NA	NA
"4205"	"5795B"	"NY"	"NY_5795B"	32	0	0	0	40	1	2004	0	0	0.875	0.692441	3064	9388096	0	-53560.7483611504	44.768130036	-73.9570660439	57952	0	2004	0.524437285638926	0.524437285638926	"5795"	NA	NA
"4986"	"6195A"	"NY"	"NY_6195A"	20	0	0	0	25	0	0	0	0	0	0.610127	182	33124	0	-56759.0051368092	44.7632353385	-73.5149017673	61951	0	0	0.023855749050413	0.023855749050413	"6195"	NA	NA
"4401"	"5895A"	"NY"	"NY_5895A"	5	1	1984	1984	34	1	2003	0	0.125	0.625	0.893267	3851	14830201	0	-45757.7851321923	44.7675351013	-73.8938938342	58951	0	2003	0.441079591946006	0.441079591946006	"5895"	NA	1
"4798"	"6095B"	"NY"	"NY_6095B"	7	0	0	0	3.5	0	0	0	0	0	0.694836	1546	2390116	0	-53467.6921984356	44.7640388925	-73.5780614923	60952	0	0	0.052842954899001	0.052842954899001	"6095"	NA	NA
"4402"	"5895B"	"NY"	"NY_5895B"	14	0	0	0	43	1	2001	0	0	0.125	0.724376	4335	18792225	0	-52319.9347677074	44.7669052345	-73.8307236382	58952	0	2001	0.458577385993397	0.458577385993397	"5895"	NA	NA
"4797"	"6095A"	"NY"	"NY_6095A"	9.5	0	0	0	21.5	0	0	0	0	0	0.86379	2930	8584900	0	-46903.0947390161	44.7648075795	-73.6412238729	60951	0	0	0.0920189316627687	0.0920189316627687	"6095"	NA	NA
"4600"	"5995B"	"NY"	"NY_5995B"	NA	0	0	1983	160	1	2002	0	0	0.5	0.804428	3888	15116544	0	-49209.5665265207	44.765541345	-73.7043887294	59952	-1983	2002	0.207340804299197	0.207340804299197	"5995"	NA	NA
"4599"	"5995A"	"NY"	"NY_5995A"	8	0	0	1984	54	1	2002	0	0	0.375	0.883056	3638	13235044	0	-46154.526876443	44.7662405347	-73.7675554144	59951	-1984	2002	0.333689118063787	0.333689118063787	"5995"	NA	0
"2288"	"4595D"	"NY"	"NY_4595D"	1	0	0	1985	4	0	0	2004	0	0	0.043533	5092	25928464	10000.3	-68773.3454112173	44.7269147839	-75.4732063822	45954	-1985	-2004	0	0	"4595"	NA	NA
"2414"	"4695C"	"NY"	"NY_4695C"	18.5	0	0	1984	4	0	0	2004	0	0	0.338874	5207	27112849	0	-67298.3635104489	44.7271588988	-75.4100651787	46953	-1984	-2004	0.0411592108376664	0.0411592108376664	"4695"	NA	NA
"2415"	"4695D"	"NY"	"NY_4695D"	3	0	0	1984	4	0	0	2004	0	0	0.27421	104	10816	0	-69810.8410493998	44.7273680473	-75.346923229	46954	-1984	-2004	0.0562423040180579	0.0562423040180579	"4695"	NA	NA
"2547"	"4795C"	"NY"	"NY_4795C"	5.5	0	0	0	4	0	0	2004	0	0	0.474097	128	16384	0	-62044.3620529215	44.7275422897	-75.2837806481	47953	0	-2004	0.0724631554795974	0.0724631554795974	"4795"	NA	NA
"2548"	"4795D"	"NY"	"NY_4795D"	24	0	0	1983	9	0	0	2004	0	0	0.612203	96	9216	0	-56678.3435110072	44.7276812063	-75.2206385231	47954	-1983	-2004	0.0499588853232952	0.0499588853232952	"4795"	0	0
"2688"	"4895C"	"NY"	"NY_4895C"	5	0	0	1983	18	0	0	0	0	0	0.279494	5297	28058209	0	-69605.534676212	44.7277848004	-75.1574969355	48953	-1983	0	0.136705807566921	0.136705807566921	"4895"	NA	NA
"2689"	"4895D"	"NY"	"NY_4895D"	3.5	0	0	1983	3	0	0	2004	0	0	0.554504	5296	28047616	0	-58920.2005183053	44.7278534711	-75.0943550978	48954	-1983	-2004	0.184588252431012	0.184588252431012	"4895"	0	0
"3494"	"5395C"	"NY"	"NY_5395C"	9	0	0	0	5	0	0	2002	0	0	0.811668	2084	4343056	0	-48928.2610492536	44.7269087917	-74.5260799019	53953	0	-2002	0.346795974782491	0.346795974782491	"5395"	0	NA
"3495"	"5395D"	"NY"	"NY_5395D"	16	0	0	1984	9	1	2002	2002	0	0.625	0.944277	2670	7128900	0	-43775.8248565848	44.7266289032	-74.4629402918	53954	-1984	0	0.30385176382154	0.30385176382154	"5395"	1	0
"2841"	"4995C"	"NY"	"NY_4995C"	4	0	0	1983	3	0	0	2004	0	0	0.598931	162	26244	0	-57194.0184135334	44.727887235	-75.031213087	49953	-1983	-2004	0.246576448251878	0.246576448251878	"4995"	0	0
"3327"	"5295D"	"NY"	"NY_5295D"	NA	0	0	0	29	0	0	0	0	0	0.720227	1536	2359296	0	-52481.1414562684	44.7271529334	-74.5892221324	52954	0	0	0.402925893300318	0.402925893300318	"5295"	NA	NA
"3326"	"5295C"	"NY"	"NY_5295C"	2.5	0	0	1983	1	0	0	2001	0	0	0.663153	1226	1503076	0	-54698.714496261	44.7273621006	-74.6523652537	52953	-1983	-2001	0.424514613678754	0.424514613678754	"5295"	0	0
"3664"	"5495C"	"NY"	"NY_5495C"	30	0	0	1984	4	1	2003	2003	0	0.75	0.944049	3052	9314704	0	-43784.6836478578	44.7263133614	-74.3998032707	54953	-1984	0	0.283122022599644	0.283122022599644	"5495"	1	0
"2842"	"4995D"	"NY"	"NY_4995D"	15	0	0	0	4	0	0	2004	0	0	0.688934	258	66564	0	-53697.0105584951	44.7278864749	-74.9680717901	49954	0	-2004	0.346953595386366	0.346953595386366	"4995"	0	NA
"3000"	"5095C"	"NY"	"NY_5095C"	7	1	1983	1983	3	0	0	2004	0	0	0.744036	318	101124	0	-51556.0582921449	44.7278512167	-74.9049313642	50953	0	-2004	0.262473616060781	0.262473616060781	"5095"	0	1
"3162"	"5195D"	"NY"	"NY_5195D"	NA	0	0	0	10	0	0	0	0	0	0.677844	876	767376	0	-54127.9052743643	44.7275363627	-74.7155090061	51954	0	0	0.498611324286857	0.498611324286857	"5195"	NA	NA
"3001"	"5095D"	"NY"	"NY_5095D"	2	0	0	1983	8	0	0	2005	0	0	0.723982	369	136161	0	-52335.2433806968	44.7277810519	-74.8417911114	50954	-1983	-2005	0.349710892941258	0.349710892941258	"5095"	0	0
"3161"	"5195C"	"NY"	"NY_5195C"	4	0	0	1983	7.5	0	0	2005	0	0	0.746699	646	417316	0	-51452.5891642495	44.727675995	-74.7786510505	51953	-1983	-2005	0.406471212779664	0.406471212779664	"5195"	0	0
"3665"	"5495D"	"NY"	"NY_5495D"	12	0	0	1984	7	0	0	2003	0	0	0.876243	3534	12489156	0	-46419.241547247	44.7259629185	-74.3366673375	54954	-1984	-2003	0.321818545027036	0.321818545027036	"5495"	0	0
"3839"	"5595C"	"NY"	"NY_5595C"	28.5	1	1984	0	8	0	0	2003	0.125	0	0.839473	3737	13965169	0	-47847.9159117655	44.7255775486	-74.273532481	55953	1984	-2003	0.292373806164898	0.292373806164898	"5595"	0	NA
"3840"	"5595D"	"NY"	"NY_5595D"	23	1	1984	0	12	0	0	2003	0.25	0	0.886554	3162	9998244	0	-46018.6143682274	44.7251570389	-74.2103979012	55954	1984	-2003	0.321273888174556	0.321273888174556	"5595"	0	NA
"4021"	"5695C"	"NY"	"NY_5695C"	57	1	1982	0	74	0	0	0	0	0	0.775059	3579	12809241	0	-50350.6798637942	44.7247013756	-74.1472638082	56953	1982	0	0.348496747170321	0.348496747170321	"5695"	NA	NA
"4022"	"5695D"	"NY"	"NY_5695D"	16	1	1985	0	40.5	1	2005	2005	0.25	0.875	0.884171	4268	18215824	0	-46111.2042787699	44.7242108226	-74.0841312727	56954	1985	0	0.384542847789476	0.384542847789476	"5695"	1	NA
"5117"	"6295C"	"NY"	"NY_6295C"	1	0	0	0	49.4	0	0	0	0	0	0.130066	2126	4519876	4999.93	-70411.5321426593	44.7165306466	-73.3898402475	62953	0	0	0	0	"6295"	NA	NA
"4206"	"5795C"	"NY"	"NY_5795C"	14	0	0	0	8	0	0	2004	0	0	0.957149	4250	18062500	0	-43275.6916931341	44.7236854805	-74.0210007293	57953	0	-2004	0.533117620437109	0.533117620437109	"5795"	0	NA
"4989"	"6195D"	"NY"	"NY_6195D"	34	0	0	0	42.5	0	0	0	0	0	0.20034	3003	9018009	0	-72681.0117131741	44.7174023672	-73.4529450623	61954	0	0	0	0	"6195"	NA	NA
"4988"	"6195C"	"NY"	"NY_6195C"	2	0	0	1982	8	0	0	0	0	0	0.517243	195	38025	0	-60367.952367539	44.7182393543	-73.5160528621	61953	-1982	0	0	0	"6195"	NA	0
"4207"	"5795D"	"NY"	"NY_5795D"	40	0	0	0	60	0	0	0	0	0	0.678205	3390	11492100	0	-54113.8788548487	44.7231258981	-73.9578739631	57954	0	0	0.507830824180244	0.507830824180244	"5795"	NA	NA
"4800"	"6095D"	"NY"	"NY_6095D"	8	0	0	0	15.2	0	0	2002	0	0	0.630417	832	692224	0	-55970.6504222027	44.7190416366	-73.5791635707	60954	0	-2002	0.0295117497073297	0.0295117497073297	"6095"	0	NA
"4403"	"5895C"	"NY"	"NY_5895C"	22	0	0	0	43.5	1	2001	0	0	0.375	0.87926	4854	23561316	0	-46302.0179802698	44.722532019	-73.8947507613	58953	0	2001	0.490742359310993	0.490742359310993	"5895"	NA	NA
"4799"	"6095C"	"NY"	"NY_6095C"	NA	0	0	0	36	0	0	0	0	0	0.80005	1890	3572100	0	-49379.6708607025	44.7198090923	-73.6422769089	60953	0	0	0.135984115175174	0.135984115175174	"6095"	NA	NA
"4404"	"5895D"	"NY"	"NY_5895D"	13.5	1	1983	0	95	1	2001	0	0	0.25	0.807435	4532	20539024	0	-49092.7315030204	44.7219032601	-73.8316295616	58954	1983	2001	0.374198369321239	0.374198369321239	"5895"	NA	NA
"4602"	"5995D"	"NY"	"NY_5995D"	6	0	0	0	102	1	2004	0	0	1	0.728814	2899	8404201	0	-52147.4991726644	44.7205416817	-73.7053927132	59954	0	2004	0.158010131429425	0.158010131429425	"5995"	NA	NA
"4601"	"5995C"	"NY"	"NY_5995C"	9	0	0	0	47	1	2003	0	0	0.75	0.978982	4665	21762225	0	-42427.3847200437	44.7212397073	-73.7685103456	59953	0	2003	0.297997452725948	0.297997452725948	"5995"	NA	NA
"2284"	"4594A"	"NY"	"NY_4594A"	16	0	0	0	4	0	0	2004	0	0	0.097121	5144	26460736	10000.3	-66691.218627268	44.6816245017	-75.5359306191	45941	0	-2004	0.0561068597545209	0.0561068597545209	"4594"	NA	NA
"2285"	"4594B"	"NY"	"NY_4594B"	61	0	0	0	4.5	0	0	2004	0	0	0.218682	5177	26801329	0	-71968.3452678655	44.6819037912	-75.4728393003	45942	0	-2004	0.0460188381964826	0.0460188381964826	"4594"	NA	NA
"2408"	"4694A"	"NY"	"NY_4694A"	4	0	0	1985	11	0	0	2003	0	0	0.443529	5319	28291761	0	-63232.0617530738	44.6821475154	-75.4097471494	46941	-1985	-2003	0.0753406738572665	0.0753406738572665	"4694"	NA	NA
"2409"	"4694B"	"NY"	"NY_4694B"	22	0	0	1983	12	0	0	2003	0	0	0.407647	137	18769	0	-64626.2334568446	44.6823563363	-75.3466542538	46942	-1983	-2003	0.0980814651060316	0.0980814651060316	"4694"	NA	NA
"2541"	"4794A"	"NY"	"NY_4794A"	7	1	1981	1981	8	0	0	0	0	0	0.597599	133	17689	0	-57245.7724046549	44.6825303065	-75.2835607275	47941	0	0	0.0249796692383274	0.0249796692383274	"4794"	NA	1
"2542"	"4794B"	"NY"	"NY_4794B"	10	0	0	1984	5	0	0	2000	0	0	0.451232	5328	28387584	0	-62932.7667128267	44.6826691645	-75.2204675709	47942	-1984	-2000	0.102249062997539	0.102249062997539	"4794"	NA	NA
"2682"	"4894A"	"NY"	"NY_4894A"	2.5	0	0	1983	17	0	0	0	0	0	0.52059	109	11881	0	-60237.9068658245	44.6827729197	-75.1573748605	48941	-1983	0	0.127229591889237	0.127229591889237	"4894"	NA	0
"2683"	"4894B"	"NY"	"NY_4894B"	2.5	0	0	1983	40	0	0	0	0	0	0.627455	204	41616	0	-56085.7370000571	44.6828418122	-75.0942818956	48942	-1983	0	0.200338225238285	0.200338225238285	"4894"	NA	0
"3488"	"5394A"	"NY"	"NY_5394A"	135	0	0	0	4	0	0	2003	0	0	0.78307	2485	6175225	0	-50039.4176844589	44.6818991404	-74.5264462699	53941	0	-2003	0.480628344467489	0.480628344467489	"5394"	0	NA
"3489"	"5394B"	"NY"	"NY_5394B"	62	1	1984	0	9	1	2003	2003	0.125	0.5	0.878421	3078	9474084	0	-46334.6167779807	44.6816195503	-74.4633555394	53942	1984	0	0.347107003198724	0.347107003198724	"5394"	1	NA
"3321"	"5294B"	"NY"	"NY_5294B"	29	1	1983	1983	4	0	0	2004	0	0	0.849306	2122	4502884	0	-47465.8611109412	44.6821430519	-74.5895394827	52942	0	-2004	0.487097199519832	0.487097199519832	"5294"	0	1
"2835"	"4994A"	"NY"	"NY_4994A"	27	0	0	0	33	0	0	2001	0	0	0.583126	372	138384	0	-57808.1113787554	44.6828758514	-75.0311887592	49941	0	-2001	0.346955036618666	0.346955036618666	"4994"	0	NA
